SPGCCCP Index,,,SPGCCNP Index,,,SPGCCTP Index,,,SPGCKCP Index,,,SPGCSBP Index,,,SPGCKWP Index,,,SPGCWHP Index,,,SPGCSOP Index,,,SPGCLCP Index,,,SPGCLHP Index,,,SPGCFCP Index,,,SPGCIAP Index,,,SPGCICP Index,,,SPGCIKP Index,,,SPGCILP Index,,,SPGCIZP Index,,,SPGCBRP Index,,,SPGCCLP Index,,,SPGCGOP Index,,,SPGCHOP Index,,,SPGCHUP Index,,,SPGCNGP Index,,,SPGCGCP Index,,,SPGCSIP Index,,,SPGSCI Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2000/12/8,4.162947,,2000/12/8,30.15712,,2000/12/8,163.49541,,2000/12/8,57.41597,,2000/12/8,19.19865,,2000/12/8,63.778,,2000/12/8,48.50313,,2000/12/8,137.5262,,2000/12/8,486.6643,,2000/12/8,147.5753,,2002/3/18,92.33,,2000/12/8,49.2239,,2000/12/8,140.9549,,2000/12/8,90.4244,,2000/12/8,52.3682,,2000/12/8,52.9128,,2000/12/8,291.585,,2000/12/8,466.2796,,2000/12/8,257.6349,,2000/12/8,245.6028,,2000/12/8,488.022,,2000/12/8,8371.51953,,2000/12/8,31.468,,2000/12/8,26.7939,,2002/3/12,363.0757
2000/12/11,4.083436,,2000/12/11,29.915859,,2000/12/11,164.20171,,2000/12/11,57.71149,,2000/12/11,19.1002,,2000/12/11,63.1806,,2000/12/11,48.01544,,2000/12/11,137.446,,2000/12/11,486.3485,,2000/12/11,147.7001,,2002/3/19,92.0402,,2000/12/11,50.4408,,2000/12/11,141.7545,,2000/12/11,88.7492,,2000/12/11,51.8598,,2000/12/11,52.8554,,2000/12/11,300.1165,,2000/12/11,483.0195,,2000/12/11,259.9153,,2000/12/11,255.7526,,2000/12/11,507.262,,2000/12/11,9199.68359,,2000/12/11,31.2393,,2000/12/11,26.83927,,2002/3/13,362.0753
2000/12/12,4.066398,,2000/12/12,29.81246,,2000/12/12,159.74471,,2000/12/12,57.62705,,2000/12/12,19.00175,,2000/12/12,62.9316,,2000/12/12,47.9711,,2000/12/12,136.4867,,2000/12/12,489.5066,,2000/12/12,146.7765,,2002/3/20,92.0402,,2000/12/12,49.6149,,2000/12/12,139.655,,2000/12/12,88.3109,,2000/12/12,50.7627,,2000/12/12,52.2788,,2000/12/12,299.4574,,2000/12/12,484.8045,,2000/12/12,254.769,,2000/12/12,250.2851,,2000/12/12,506.84,,2000/12/12,8030.19482,,2000/12/12,31.2507,,2000/12/12,26.85061,,2002/3/14,365.1363
2000/12/13,4.106153,,2000/12/13,29.984791,,2000/12/13,158.3808,,2000/12/13,57.41596,,2000/12/13,18.52917,,2000/12/13,62.9316,,2000/12/13,47.92676,,2000/12/13,136.6062,,2000/12/13,489.5066,,2000/12/13,146.7765,,2002/3/21,91.4606,,2000/12/13,49.544,,2000/12/13,139.6697,,2000/12/13,85.0256,,2000/12/13,50.9551,,2000/12/13,52.2549,,2000/12/13,286.5226,,2000/12/13,468.6753,,2000/12/13,258.0943,,2000/12/13,238.791,,2000/12/13,500.323,,2000/12/13,7527.87012,,2000/12/13,31.0219,,2000/12/13,26.6408,,2002/3/15,366.1781
2000/12/14,4.140229,,2000/12/14,30.12265,,2000/12/14,159.9882,,2000/12/14,55.3473,,2000/12/14,18.11566,,2000/12/14,62.5333,,2000/12/14,47.52774,,2000/12/14,135.9447,,2000/12/14,485.0853,,2000/12/14,145.9028,,2002/3/22,90.9621,,2000/12/14,50.0527,,2000/12/14,140.295,,2000/12/14,85.6382,,2000/12/14,51.284,,2000/12/14,52.3505,,2000/12/14,278.2829,,2000/12/14,452.8417,,2000/12/14,238.5573,,2000/12/14,231.2142,,2000/12/14,492.781,,2000/12/14,7335.84814,,2000/12/14,31.0562,,2000/12/14,26.49903,,2002/3/18,372.465
2000/12/15,4.162946,,2000/12/15,30.088181,,2000/12/15,159.2088,,2000/12/15,56.31831,,2000/12/15,18.33226,,2000/12/15,62.1848,,2000/12/15,47.04005,,2000/12/15,136.7385,,2000/12/15,487.6118,,2000/12/15,144.40511,,2002/3/25,91.136,,2000/12/15,49.8831,,2000/12/15,140.0927,,2000/12/15,85.6995,,2000/12/15,51.0647,,2000/12/15,51.9323,,2000/12/15,282.8971,,2000/12/15,464.3419,,2000/12/15,240.8709,,2000/12/15,236.7957,,2000/12/15,500.192,,2000/12/15,8290.95801,,2000/12/15,31.2164,,2000/12/15,26.28354,,2002/3/19,371.2605
2000/12/18,4.140229,,2000/12/18,30.777491,,2000/12/18,158.55119,,2000/12/18,55.64283,,2000/12/18,18.35195,,2000/12/18,63.0312,,2000/12/18,47.66075,,2000/12/18,137.5985,,2000/12/18,494.0543,,2000/12/18,144.9543,,2002/3/26,91.5765,,2000/12/18,49.5363,,2000/12/18,137.8305,,2000/12/18,84.9644,,2000/12/18,50.8455,,2000/12/18,51.5021,,2000/12/18,288.9396,,2000/12/18,476.5088,,2000/12/18,251.1535,,2000/12/18,238.5753,,2000/12/18,512.062,,2000/12/18,8365.9668,,2000/12/18,31.1134,,2000/12/18,26.32891,,2002/3/20,367.8603
2000/12/19,4.094794,,2000/12/19,31.122141,,2000/12/19,158.3076,,2000/12/19,54.92513,,2000/12/19,18.54886,,2000/12/19,63.9274,,2000/12/19,48.32578,,2000/12/19,138.1277,,2000/12/19,489.0013,,2000/12/19,141.5345,,2002/3/27,90.9621,,2000/12/19,49.5131,,2000/12/19,137.9409,,2000/12/19,85.1482,,2000/12/19,51.0647,,2000/12/19,51.5499,,2000/12/19,276.1955,,2000/12/19,466.0086,,2000/12/19,245.7551,,2000/12/19,237.3619,,2000/12/19,507.406,,2000/12/19,8813.01855,,2000/12/19,31.1134,,2000/12/19,26.38562,,2002/3/21,374.4714
2000/12/20,4.231098,,2000/12/20,31.01874,,2000/12/20,159.842,,2000/12/20,55.26287,,2000/12/20,19.67124,,2000/12/20,63.9772,,2000/12/20,48.05977,,2000/12/20,136.9369,,2000/12/20,490.5804,,2000/12/20,140.41119,,2002/3/28,91.2287,,2000/12/20,48.3416,,2000/12/20,136.2856,,2000/12/20,85.8587,,2000/12/20,51.7226,,2000/12/20,50.2833,,2000/12/20,251.8059,,2000/12/20,429.5079,,2000/12/20,239.3284,,2000/12/20,223.7452,,2000/12/20,477.041,,2000/12/20,8947.03418,,2000/12/20,31.4223,,2000/12/20,26.44233,,2002/3/22,370.6246
2000/12/21,4.367402,,2000/12/21,31.191071,,2000/12/21,159.1113,,2000/12/21,56.19166,,2000/12/21,19.43495,,2000/12/21,64.6244,,2000/12/21,48.37012,,2000/12/21,137.3338,,2000/12/21,485.8432,,2000/12/21,139.4127,,2002/4/1,92.6777,,2000/12/21,47.8791,,2000/12/21,135.4396,,2000/12/21,86.4958,,2000/12/21,53.0657,,2000/12/21,50.4505,,2000/12/21,259.2766,,2000/12/21,433.008,,2000/12/21,235.9865,,2000/12/21,225.4439,,2000/12/21,487.666,,2000/12/21,9231.06738,,2000/12/21,31.5367,,2000/12/21,26.44233,,2002/3/25,368.3982
2000/12/22,4.344685,,2000/12/22,31.26,,2000/12/22,156.62711,,2000/12/22,55.22065,,2000/12/22,19.3168,,2000/12/22,65.2219,,2000/12/22,48.90215,,2000/12/22,137.1353,,2000/12/22,491.0857,,2000/12/22,141.21001,,2002/4/2,91.7504,,2000/12/22,48.1566,,2000/12/22,135.6603,,2000/12/22,85.822,,2000/12/22,54.2169,,2000/12/22,50.5939,,2000/12/22,258.3977,,2000/12/22,436.3414,,2000/12/22,233.4158,,2000/12/22,228.5178,,2000/12/22,482.813,,2000/12/22,8933.0332,,2000/12/22,31.5138,,2000/12/22,26.51038,,2002/3/26,371.0971
2000/12/26,4.367402,,2000/12/26,31.26,,2000/12/26,153.89931,,2000/12/26,56.82492,,2000/12/26,19.65155,,2000/12/26,64.9231,,2000/12/26,48.68047,,2000/12/26,135.4815,,2000/12/26,487.1065,,2000/12/26,139.7123,,2002/4/3,91.5185,,2000/12/26,48.1566,,2000/12/26,135.6603,,2000/12/26,85.822,,2000/12/26,54.2169,,2000/12/26,50.5939,,2000/12/26,258.3977,,2000/12/26,444.0082,,2000/12/26,233.4158,,2000/12/26,238.2248,,2000/12/26,494.814,,2000/12/26,9127.05469,,2000/12/26,31.5595,,2000/12/26,26.57843,,2002/3/27,374.7583
2000/12/27,4.401478,,2000/12/27,31.535721,,2000/12/27,154.06979,,2000/12/27,56.065,,2000/12/27,20.16351,,2000/12/27,64.5248,,2000/12/27,48.37012,,2000/12/27,134.6215,,2000/12/27,490.1383,,2000/12/27,139.0883,,2002/4/4,89.7798,,2000/12/27,48.1027,,2000/12/27,134.851,,2000/12/27,84.0455,,2000/12/27,53.2575,,2000/12/27,49.6977,,2000/12/27,262.4626,,2000/12/27,441.1748,,2000/12/27,243.9555,,2000/12/27,240.2471,,2000/12/27,493.371,,2000/12/27,9287.07324,,2000/12/27,31.6739,,2000/12/27,26.3516,,2002/3/28,376.548
2000/12/28,4.350364,,2000/12/28,31.74251,,2000/12/28,154.4595,,2000/12/28,56.86713,,2000/12/28,19.75,,2000/12/28,64.3257,,2000/12/28,48.19278,,2000/12/28,134.4892,,2000/12/28,491.8437,,2000/12/28,140.0369,,2002/4/5,88.041,,2000/12/28,48.4649,,2000/12/28,134.943,,2000/12/28,84.1068,,2000/12/28,53.0657,,2000/12/28,49.8531,,2000/12/28,259.8259,,2000/12/28,430.8413,,2000/12/28,241.3848,,2000/12/28,231.6996,,2000/12/28,494.486,,2000/12/28,9264.07031,,2000/12/28,31.3079,,2000/12/28,26.29489,,2002/4/1,382.8577
2000/12/29,4.304929,,2000/12/29,31.949301,,2000/12/29,151.683,,2000/12/29,55.3473,,2000/12/29,20.08475,,2000/12/29,65.7197,,2000/12/29,49.56718,,2000/12/29,134.8861,,2000/12/29,492.1595,,2000/12/29,141.8342,,2002/4/8,86.3022,,2000/12/29,48.3493,,2000/12/29,133.8763,,2000/12/29,84.4743,,2000/12/29,52.6271,,2000/12/29,49.5185,,2000/12/29,262.3527,,2000/12/29,446.6749,,2000/12/29,244.7267,,2000/12/29,240.2201,,2000/12/29,518.292,,2000/12/29,9776.12891,,2000/12/29,31.2964,,2000/12/29,26.28355,,2002/4/2,393.1305
2001/1/2,4.418516,,2001/1/2,31.32893,,2001/1/2,146.9825,,2001/1/2,53.53194,,2001/1/2,20.02568,,2001/1/2,64.8235,,2001/1/2,48.99082,,2001/1/2,133.4969,,2001/1/2,492.1595,,2001/1/2,142.7079,,2002/4/9,87.1716,,2001/1/2,47.8946,,2001/1/2,129.7381,,2001/1/2,82.7591,,2001/1/2,52.3804,,2001/1/2,48.8374,,2001/1/2,266.088,,2001/1/2,453.5084,,2001/1/2,239.5854,,2001/1/2,233.4522,,2001/1/2,521.375,,2001/1/2,8364.96582,,2001/1/2,30.8846,,2001/1/2,26.05672,,2002/4/3,388.1316
2001/1/3,4.276533,,2001/1/3,31.70805,,2001/1/3,148.4682,,2001/1/3,53.57416,,2001/1/3,20.14383,,2001/1/3,65.7695,,2001/1/3,50.23222,,2001/1/3,134.0923,,2001/1/3,488.3698,,2001/1/3,141.21021,,2002/4/10,85.4807,,2001/1/3,46.7693,,2001/1/3,127.5494,,2001/1/3,76.2046,,2001/1/3,52.6545,,2001/1/3,48.8732,,2001/1/3,274.2179,,2001/1/3,466.6753,,2001/1/3,233.6729,,2001/1/3,231.8344,,2001/1/3,531.212,,2001/1/3,8189.9458,,2001/1/3,30.8046,,2001/1/3,25.74483,,2002/4/4,379.289
2001/1/4,4.361723,,2001/1/4,31.70805,,2001/1/4,145.1803,,2001/1/4,53.48972,,2001/1/4,20.38012,,2001/1/4,66.0185,,2001/1/4,50.40956,,2001/1/4,132.4385,,2001/1/4,486.1591,,2001/1/4,142.78281,,2002/4/11,84.6465,,2001/1/4,46.8155,,2001/1/4,129.9036,,2001/1/4,78.8631,,2001/1/4,52.9834,,2001/1/4,48.9688,,2001/1/4,275.9757,,2001/1/4,469.0087,,2001/1/4,236.2436,,2001/1/4,232.2119,,2001/1/4,536.852,,2001/1/4,8967.03613,,2001/1/4,30.7016,,2001/1/4,25.97166,,2002/4/5,373.1767
2001/1/5,4.617293,,2001/1/5,31.15661,,2001/1/5,144.71761,,2001/1/5,54.33407,,2001/1/5,20.22259,,2001/1/5,66.0185,,2001/1/5,50.18788,,2001/1/5,131.5785,,2001/1/5,484.2642,,2001/1/5,142.8327,,2002/4/12,84.7016,,2001/1/5,47.0622,,2001/1/5,129.076,,2001/1/5,79.2674,,2001/1/5,52.1611,,2001/1/5,48.7657,,2001/1/5,274.108,,2001/1/5,465.842,,2001/1/5,240.6137,,2001/1/5,232.2389,,2001/1/5,538.164,,2001/1/5,9262.07031,,2001/1/5,30.7703,,2001/1/5,26.08507,,2002/4/8,376.4821
2001/1/8,4.617293,,2001/1/8,31.122141,,2001/1/8,146.6904,,2001/1/8,53.91189,,2001/1/8,20.61641,,2001/1/8,65.7695,,2001/1/8,50.18788,,2001/1/8,132.0416,,2001/1/8,481.1061,,2001/1/8,141.6595,,2002/4/15,85.1428,,2001/1/8,48.542,,2001/1/8,131.5589,,2001/1/8,80.6764,,2001/1/8,53.0931,,2001/1/8,49.5902,,2001/1/8,264.6598,,2001/1/8,455.3418,,2001/1/8,232.6447,,2001/1/8,222.6668,,2001/1/8,544.984,,2001/1/8,9690.11914,,2001/1/8,30.7703,,2001/1/8,26.02836,,2002/4/9,370.0942
2001/1/9,4.532103,,2001/1/9,31.3634,,2001/1/9,145.8136,,2001/1/9,53.86967,,2001/1/9,20.59672,,2001/1/9,66.3172,,2001/1/9,50.54256,,2001/1/9,133.0339,,2001/1/9,488.0231,,2001/1/9,141.91769,,2002/4/16,86.0802,,2001/1/9,48.2998,,2001/1/9,132.1472,,2001/1/9,81.4627,,2001/1/9,53.0219,,2001/1/9,49.2941,,2001/1/9,268.5334,,2001/1/9,460.2711,,2001/1/9,223.479,,2001/1/9,217.7788,,2001/1/9,543.012,,2001/1/9,9826.42188,,2001/1/9,30.7132,,2001/1/9,26.02836,,2002/4/10,370.3617
2001/1/10,4.594576,,2001/1/10,31.63912,,2001/1/10,146.9583,,2001/1/10,53.48971,,2001/1/10,20.26197,,2001/1/10,66.9644,,2001/1/10,51.25193,,2001/1/10,131.5785,,2001/1/10,494.672,,2001/1/10,140.3649,,2002/4/17,86.6537,,2001/1/10,48.7119,,2001/1/10,131.8826,,2001/1/10,83.0748,,2001/1/10,52.5686,,2001/1/10,49.3013,,2001/1/10,275.1519,,2001/1/10,489.1056,,2001/1/10,230.0777,,2001/1/10,228.852,,2001/1/10,577.317,,2001/1/10,9167.92773,,2001/1/10,30.3826,,2001/1/10,25.9433,,2002/4/11,359.7008
2001/1/11,4.821749,,2001/1/11,30.674089,,2001/1/11,148.2491,,2001/1/11,53.7008,,2001/1/11,20.2029,,2001/1/11,67.2134,,2001/1/11,51.38494,,2001/1/11,128.2047,,2001/1/11,499.3654,,2001/1/11,142.65781,,2002/4/18,85.8597,,2001/1/11,48.5729,,2001/1/11,132.8962,,2001/1/11,85.3184,,2001/1/11,51.6693,,2001/1/11,49.6539,,2001/1/11,278.7799,,2001/1/11,488.7309,,2001/1/11,233.0751,,2001/1/11,226.6876,,2001/1/11,577.489,,2001/1/11,8755.41211,,2001/1/11,30.2915,,2001/1/11,26.04537,,2002/4/12,347.2354
2001/1/12,4.884222,,2001/1/12,30.22604,,2001/1/12,148.858,,2001/1/12,54.88289,,2001/1/12,19.69094,,2001/1/12,67.2134,,2001/1/12,51.25193,,2001/1/12,127.6755,,2001/1/12,497.1208,,2001/1/12,141.77589,,2002/4/19,84.2053,,2001/1/12,48.7522,,2001/1/12,133.81,,2001/1/12,87.6032,,2001/1/12,51.9956,,2001/1/12,50.3395,,2001/1/12,278.6912,,2001/1/12,498.3482,,2001/1/12,231.3141,,2001/1/12,227.5139,,2001/1/12,584.692,,2001/1/12,8565.16797,,2001/1/12,30.2779,,2001/1/12,26.39695,,2002/4/15,358.991
2001/1/16,5.173868,,2001/1/16,29.81246,,2001/1/16,148.46831,,2001/1/16,56.90934,,2001/1/16,20.14383,,2001/1/16,66.4665,,2001/1/16,50.5869,,2001/1/16,126.3524,,2001/1/16,502.6049,,2001/1/16,139.8045,,2002/4/22,83.5436,,2001/1/16,47.9154,,2001/1/16,130.033,,2001/1/16,84.0768,,2001/1/16,50.1503,,2001/1/16,49.8283,,2001/1/16,278.6912,,2001/1/16,493.843,,2001/1/16,233.3887,,2001/1/16,226.219,,2001/1/16,571.97,,2001/1/16,8257.94043,,2001/1/16,30.1985,,2001/1/16,26.70884,,2002/4/16,361.0864
2001/1/17,5.622535,,2001/1/17,29.984791,,2001/1/17,147.3967,,2001/1/17,59.27353,,2001/1/17,19.80908,,2001/1/17,65.8193,,2001/1/17,50.09921,,2001/1/17,125.0955,,2001/1/17,497.6194,,2001/1/17,142.6174,,2002/4/23,82.5179,,2001/1/17,48.6748,,2001/1/17,131.4265,,2001/1/17,86.8608,,2001/1/17,50.9373,,2001/1/17,49.6499,,2001/1/17,271.2342,,2001/1/17,481.7135,,2001/1/17,224.0532,,2001/1/17,220.1948,,2001/1/17,559.651,,2001/1/17,7073.67822,,2001/1/17,30.1758,,2001/1/17,26.89597,,2002/4/17,370.5628
2001/1/18,5.656611,,2001/1/18,30.05372,,2001/1/18,147.34801,,2001/1/18,56.36051,,2001/1/18,19.43495,,2001/1/18,66.118,,2001/1/18,50.45389,,2001/1/18,125.294,,2001/1/18,495.5629,,2001/1/18,142.0163,,2002/4/24,80.8636,,2001/1/18,49.5271,,2001/1/18,135.5336,,2001/1/18,86.6134,,2001/1/18,51.5072,,2001/1/18,49.8402,,2001/1/18,279.0251,,2001/1/18,496.7887,,2001/1/18,226.3871,,2001/1/18,225.9094,,2001/1/18,563.69,,2001/1/18,7334.13086,,2001/1/18,30.3006,,2001/1/18,27.36096,,2002/4/18,371.7288
2001/1/19,5.435117,,2001/1/19,29.640141,,2001/1/19,147.6646,,2001/1/19,57.66926,,2001/1/19,19.86815,,2001/1/19,66.2176,,2001/1/19,50.63123,,2001/1/19,124.5663,,2001/1/19,491.3875,,2001/1/19,143.57899,,2002/4/25,82.0547,,2001/1/19,49.3876,,2001/1/19,134.7269,,2001/1/19,85.2894,,2001/1/19,53.0811,,2001/1/19,50.0304,,2001/1/19,292.047,,2001/1/19,523.127,,2001/1/19,232.3515,,2001/1/19,236.297,,2001/1/19,579.644,,2001/1/19,7518.04199,,2001/1/19,30.3119,,2001/1/19,27.10578,,2002/4/19,372.6087
2001/1/22,5.707725,,2001/1/22,29.67461,,2001/1/22,144.5715,,2001/1/22,60.1601,,2001/1/22,19.78939,,2001/1/22,66.0683,,2001/1/22,50.58689,,2001/1/22,126.154,,2001/1/22,494.5035,,2001/1/22,142.97791,,2002/4/26,83.709,,2001/1/22,49.3876,,2001/1/22,135.607,,2001/1/22,85.376,,2001/1/22,53.8681,,2001/1/22,50.5773,,2001/1/22,285.703,,2001/1/22,516.3691,,2001/1/22,235.4634,,2001/1/22,236.2125,,2001/1/22,577.557,,2001/1/22,7549.93408,,2001/1/22,30.5614,,2001/1/22,27.24755,,2002/4/22,372.7988
2001/1/23,5.679328,,2001/1/23,29.502279,,2001/1/23,144.37669,,2001/1/23,58.97801,,2001/1/23,19.82877,,2001/1/23,66.2176,,2001/1/23,50.67556,,2001/1/23,123.9048,,2001/1/23,488.2716,,2001/1/23,138.16949,,2002/4/29,84.2274,,2001/1/23,50.0075,,2001/1/23,135.0203,,2001/1/23,83.718,,2001/1/23,54.7637,,2001/1/23,50.3752,,2001/1/23,288.2629,,2001/1/23,512.3837,,2001/1/23,232.0922,,2001/1/23,232.7781,,2001/1/23,578.903,,2001/1/23,7068.36279,,2001/1/23,30.5274,,2001/1/23,27.24755,,2002/4/23,374.0713
2001/1/24,5.616855,,2001/1/24,29.70907,,2001/1/24,148.83369,,2001/1/24,59.14688,,2001/1/24,19.78939,,2001/1/24,66.1678,,2001/1/24,50.63122,,2001/1/24,124.3017,,2001/1/24,488.2716,,2001/1/24,136.67889,,2002/4/30,85.8817,,2001/1/24,49.6975,,2001/1/24,133.0034,,2001/1/24,84.5099,,2001/1/24,54.2752,,2001/1/24,49.7926,,2001/1/24,284.4788,,2001/1/24,503.3732,,2001/1/24,229.2397,,2001/1/24,224.2766,,2001/1/24,574.124,,2001/1/24,7114.0752,,2001/1/24,30.2779,,2001/1/24,27.1795,,2002/4/24,369.7454
2001/1/25,5.702045,,2001/1/25,29.43335,,2001/1/25,147.5916,,2001/1/25,57.2893,,2001/1/25,19.75001,,2001/1/25,65.3214,,2001/1/25,49.4785,,2001/1/25,123.3094,,2001/1/25,487.0252,,2001/1/25,136.96741,,2002/5/1,85.7163,,2001/1/25,49.868,,2001/1/25,133.2234,,2001/1/25,84.5099,,2001/1/25,54.0038,,2001/1/25,50.1968,,2001/1/25,286.3709,,2001/1/25,508.7448,,2001/1/25,228.4617,,2001/1/25,226.7257,,2001/1/25,578.23,,2001/1/25,7312.86914,,2001/1/25,30.3006,,2001/1/25,27.2759,,2002/4/25,370.8298
2001/1/26,5.99737,,2001/1/26,28.88191,,2001/1/26,149.1747,,2001/1/26,56.65604,,2001/1/26,19.69094,,2001/1/26,64.724,,2001/1/26,48.99081,,2001/1/26,121.7879,,2001/1/26,487.1498,,2001/1/26,139.5639,,2002/5/2,85.3634,,2001/1/26,50.5188,,2001/1/26,132.8934,,2001/1/26,81.664,,2001/1/26,54.6551,,2001/1/26,50.3395,,2001/1/26,291.0454,,2001/1/26,515.8492,,2001/1/26,234.1668,,2001/1/26,229.6534,,2001/1/26,582.134,,2001/1/26,7260.77783,,2001/1/26,30.0738,,2001/1/26,27.36096,,2002/4/26,374.1686
2001/1/29,5.934897,,2001/1/29,28.709579,,2001/1/29,148.444,,2001/1/29,55.22064,,2001/1/29,19.17898,,2001/1/29,62.7325,,2001/1/29,47.74941,,2001/1/29,121.6556,,2001/1/29,485.2802,,2001/1/29,137.52029,,2002/5/3,85.4406,,2001/1/29,50.6738,,2001/1/29,131.8666,,2001/1/29,81.9733,,2001/1/29,54.8722,,2001/1/29,50.3752,,2001/1/29,286.5935,,2001/1/29,503.5464,,2001/1/29,228.9804,,2001/1/29,221.6868,,2001/1/29,570.691,,2001/1/29,6523.00586,,2001/1/29,30.0738,,2001/1/29,27.34962,,2002/4/29,378.9346
2001/1/30,5.99737,,2001/1/30,28.847441,,2001/1/30,151.0256,,2001/1/30,54.20742,,2001/1/30,18.86392,,2001/1/30,62.7325,,2001/1/30,47.97109,,2001/1/30,121.9864,,2001/1/30,479.3599,,2001/1/30,137.929,,2002/5/6,87.0949,,2001/1/30,50.9528,,2001/1/30,132.5633,,2001/1/30,83.8912,,2001/1/30,55.3607,,2001/1/30,50.5297,,2001/1/30,288.9308,,2001/1/30,503.5464,,2001/1/30,224.0533,,2001/1/30,219.4347,,2001/1/30,570.085,,2001/1/30,6481.5459,,2001/1/30,30.3913,,2001/1/30,27.33261,,2002/4/30,380.1119
2001/1/31,5.792914,,2001/1/31,28.812969,,2001/1/31,149.4425,,2001/1/31,53.82746,,2001/1/31,19.59248,,2001/1/31,63.3797,,2001/1/31,48.41445,,2001/1/31,121.5895,,2001/1/31,478.7367,,2001/1/31,137.4001,,2002/5/7,87.1831,,2001/1/31,50.7513,,2001/1/31,133.1867,,2001/1/31,85.0048,,2001/1/31,55.7949,,2001/1/31,49.9591,,2001/1/31,286.1483,,2001/1/31,496.6153,,2001/1/31,221.4601,,2001/1/31,213.8327,,2001/1/31,556.151,,2001/1/31,6066.94824,,2001/1/31,30.3913,,2001/1/31,27.30426,,2002/5/1,374.8441
2001/2/1,5.968973,,2001/2/1,29.08869,,2001/2/1,144.742,,2001/2/1,54.62959,,2001/2/1,20.18321,,2001/2/1,63.0312,,2001/2/1,47.92676,,2001/2/1,122.3833,,2001/2/1,487.773,,2001/2/1,141.6075,,2002/5/8,86.4883,,2001/2/1,50.2709,,2001/2/1,133.4434,,2001/2/1,82.9632,,2001/2/1,55.3064,,2001/2/1,49.5073,,2001/2/1,298.9476,,2001/2/1,516.7156,,2001/2/1,223.794,,2001/2/1,219.125,,2001/2/1,572.239,,2001/2/1,6782.39502,,2001/2/1,30.6975,,2001/2/1,27.27591,,2002/5/2,369.3859
2001/2/2,5.951935,,2001/2/2,29.36441,,2001/2/2,145.5457,,2001/2/2,53.36306,,2001/2/2,19.96661,,2001/2/2,63.4295,,2001/2/2,48.23711,,2001/2/2,123.971,,2001/2/2,487.96,,2001/2/2,141.0545,,2002/5/9,85.2751,,2001/2/2,50.2399,,2001/2/2,132.71,,2001/2/2,83.8293,,2001/2/2,53.9495,,2001/2/2,49.2219,,2001/2/2,311.5243,,2001/2/2,540.4547,,2001/2/2,233.3889,,2001/2/2,231.2298,,2001/2/2,602.127,,2001/2/2,7168.29004,,2001/2/2,30.5387,,2001/2/2,27.15116,,2002/5/3,372.3742
2001/2/5,6.048484,,2001/2/5,29.226549,,2001/2/5,146.4955,,2001/2/5,52.94088,,2001/2/5,19.69094,,2001/2/5,62.8321,,2001/2/5,47.61641,,2001/2/5,122.3172,,2001/2/5,491.2006,,2001/2/5,140.04469,,2002/5/10,85.7163,,2001/2/5,50.0617,,2001/2/5,131.3349,,2001/2/5,83.1488,,2001/2/5,53.244,,2001/2/5,48.7463,,2001/2/5,303.3995,,2001/2/5,529.3649,,2001/2/5,234.1669,,2001/2/5,228.3303,,2001/2/5,596.27,,2001/2/5,6065.88477,,2001/2/5,30.3233,,2001/2/5,26.6408,,2002/5/6,368.664
2001/2/6,6.16775,,2001/2/6,29.43334,,2001/2/6,146.69031,,2001/2/6,52.5187,,2001/2/6,19.71063,,2001/2/6,62.3342,,2001/2/6,47.3504,,2001/2/6,122.8464,,2001/2/6,493.6934,,2001/2/6,139.4917,,2002/5/13,85.1428,,2001/2/6,49.5271,,2001/2/6,131.1332,,2001/2/6,83.4581,,2001/2/6,53.4068,,2001/2/6,49.2933,,2001/2/6,305.4029,,2001/2/6,525.8993,,2001/2/6,237.5381,,2001/2/6,227.7954,,2001/2/6,597.078,,2001/2/6,6127.54297,,2001/2/6,30.0965,,2001/2/6,26.48202,,2002/5/7,371.9975
2001/2/7,5.929218,,2001/2/7,29.261009,,2001/2/7,144.1817,,2001/2/7,52.13874,,2001/2/7,19.47434,,2001/2/7,62.384,,2001/2/7,47.3504,,2001/2/7,122.6479,,2001/2/7,491.076,,2001/2/7,137.52029,,2002/5/14,84.834,,2001/2/7,49.5736,,2001/2/7,131.3899,,2001/2/7,83.8912,,2001/2/7,53.8138,,2001/2/7,48.7939,,2001/2/7,318.2022,,2001/2/7,541.8409,,2001/2/7,239.872,,2001/2/7,232.9188,,2001/2/7,620.975,,2001/2/7,6628.25,,2001/2/7,30.0398,,2001/2/7,26.22684,,2002/5/8,379.4003
