SPGCCCP Index,,,SPGCCNP Index,,,SPGCCTP Index,,,SPGCKCP Index,,,SPGCSBP Index,,,SPGCKWP Index,,,SPGCWHP Index,,,SPGCSOP Index,,,SPGCLCP Index,,,SPGCLHP Index,,,SPGCFCP Index,,,SPGCIAP Index,,,SPGCICP Index,,,SPGCIKP Index,,,SPGCILP Index,,,SPGCIZP Index,,,SPGCBRP Index,,,SPGCCLP Index,,,SPGCGOP Index,,,SPGCHOP Index,,,SPGCHUP Index,,,SPGCNGP Index,,,SPGCGCP Index,,,SPGCSIP Index,,,SPGSCI Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2014/1/16,10.54939,,2014/1/16,12.79438,,2014/1/16,47.86179,,2014/1/16,14.48427,,2014/1/16,19.34575,,2014/1/16,39.3613,,2014/1/16,13.52545,,2014/1/16,477.8939,,2014/1/16,350.5461,,2014/1/16,28.75666,,2015/4/21,142.0795,,2014/1/16,29.34914,,2014/1/16,641.8975,,2014/1/16,212.2904,,2014/1/16,220.1134,,2014/1/16,51.89697,,2014/1/16,862.0585,,2014/1/16,487.1041,,2014/1/16,710.1069,,2014/1/16,379.8503,,2014/1/16,1815.497,,2014/1/16,36.88171,,2014/1/16,104.4023,,2014/1/16,81.38164,,2015/4/15,308.6559
2014/1/17,10.3463,,2014/1/17,12.67481,,2014/1/17,48.20053,,2014/1/17,14.33741,,2014/1/17,19.05776,,2014/1/17,38.9705,,2014/1/17,13.30701,,2014/1/17,478.439,,2014/1/17,350.7349,,2014/1/17,28.64756,,2015/4/22,141.9603,,2014/1/17,29.7272,,2014/1/17,645.2311,,2014/1/17,212.2759,,2014/1/17,221.3428,,2014/1/17,52.02184,,2014/1/17,867.2156,,2014/1/17,489.6406,,2014/1/17,716.2048,,2014/1/17,382.3744,,2014/1/17,1829.404,,2014/1/17,36.32729,,2014/1/17,105.3869,,2014/1/17,82.39617,,2015/4/16,311.4041
2014/1/21,10.26583,,2014/1/21,12.7047,,2014/1/21,48.93909,,2014/1/21,14.22114,,2014/1/21,19.05776,,2014/1/21,38.84544,,2014/1/21,13.27749,,2014/1/21,465.356,,2014/1/21,353.0639,,2014/1/21,28.79563,,2015/4/23,145.0249,,2014/1/21,29.29572,,2014/1/21,645.3627,,2014/1/21,212.7096,,2014/1/21,221.8446,,2014/1/21,52.30905,,2014/1/21,868.1161,,2014/1/21,491.6077,,2014/1/21,718.1719,,2014/1/21,381.999,,2014/1/21,1831.142,,2014/1/21,37.17171,,2014/1/21,104.5201,,2014/1/21,80.63494,,2015/4/17,309.2856
2014/1/22,10.33481,,2014/1/22,12.74207,,2014/1/22,48.77805,,2014/1/22,14.05592,,2014/1/22,18.81985,,2014/1/22,39.06429,,2014/1/22,13.25388,,2014/1/22,464.9926,,2014/1/22,357.0295,,2014/1/22,28.98267,,2015/4/24,146.8807,,2014/1/22,29.03683,,2014/1/22,640.8886,,2014/1/22,213.7072,,2014/1/22,220.2388,,2014/1/22,52.13423,,2014/1/22,880.0675,,2014/1/22,500.7183,,2014/1/22,718.9587,,2014/1/22,385.8952,,2014/1/22,1869.247,,2014/1/22,38.80938,,2014/1/22,104.2424,,2014/1/22,80.50914,,2015/4/20,308.6441
2014/1/23,10.69501,,2014/1/23,12.82428,,2014/1/23,48.49484,,2014/1/23,14.09875,,2014/1/23,18.83237,,2014/1/23,39.53325,,2014/1/23,13.46051,,2014/1/23,464.0841,,2014/1/23,354.0081,,2014/1/23,28.97488,,2015/4/27,145.1781,,2014/1/23,28.69575,,2014/1/23,632.8177,,2014/1/23,211.8567,,2014/1/23,216.0237,,2014/1/23,51.10403,,2014/1/23,875.2378,,2014/1/23,503.7724,,2014/1/23,721.7126,,2014/1/23,387.1637,,2014/1/23,1856.383,,2014/1/23,39.05674,,2014/1/23,106.2453,,2014/1/23,81.20308,,2015/4/21,305.3073
2014/1/24,10.69884,,2014/1/24,12.83923,,2014/1/24,48.4282,,2014/1/24,14.00084,,2014/1/24,18.92002,,2014/1/24,39.22061,,2014/1/24,13.34834,,2014/1/24,466.9006,,2014/1/24,352.7492,,2014/1/24,29.30998,,2015/4/28,145.6548,,2014/1/24,28.67109,,2014/1/24,630.6245,,2014/1/24,209.2399,,2014/1/24,217.9305,,2014/1/24,50.41099,,2014/1/24,877.448,,2014/1/24,500.2524,,2014/1/24,720.139,,2014/1/24,390.3739,,2014/1/24,1857.009,,2014/1/24,42.63062,,2014/1/24,106.4136,,2014/1/24,80.20884,,2015/4/22,305.5951
2014/1/27,11.07054,,2014/1/27,12.90649,,2014/1/27,46.7845,,2014/1/27,13.93353,,2014/1/27,18.53185,,2014/1/27,38.9236,,2014/1/27,13.30701,,2014/1/27,467.9909,,2014/1/27,353.8822,,2014/1/27,29.3957,,2015/4/29,146.2166,,2014/1/27,28.52726,,2014/1/27,628.212,,2014/1/27,204.2811,,2014/1/27,215.823,,2014/1/27,50.16125,,2014/1/27,867.9523,,2014/1/27,495.4901,,2014/1/27,714.828,,2014/1/27,384.0183,,2014/1/27,1830.794,,2014/1/27,39.86705,,2014/1/27,106.3294,,2014/1/27,80.32247,,2015/4/23,311.6896
2014/1/28,11.13185,,2014/1/28,12.91396,,2014/1/28,46.84003,,2014/1/28,14.03144,,2014/1/28,18.80732,,2014/1/28,38.89234,,2014/1/28,13.36605,,2014/1/28,467.1732,,2014/1/28,353.3786,,2014/1/28,29.1697,,2015/4/30,146.2166,,2014/1/28,28.51904,,2014/1/28,627.3786,,2014/1/28,204.0932,,2014/1/28,216.5255,,2014/1/28,49.96145,,2014/1/28,874.7466,,2014/1/28,504.2383,,2014/1/28,717.9753,,2014/1/28,387.5391,,2014/1/28,1834.062,,2014/1/28,42.14444,,2014/1/28,105.2354,,2014/1/28,79.14561,,2015/4/24,311.9441
2014/1/29,11.18167,,2014/1/29,12.77944,,2014/1/29,47.5064,,2014/1/29,14.33128,,2014/1/29,18.45672,,2014/1/29,38.06385,,2014/1/29,13.02363,,2014/1/29,461.2677,,2014/1/29,353.8192,,2014/1/29,29.23984,,2015/5/1,146.472,,2014/1/29,28.30124,,2014/1/29,626.1943,,2014/1/29,201.8523,,2014/1/29,215.1456,,2014/1/29,49.64927,,2014/1/29,877.8572,,2014/1/29,503.9795,,2014/1/29,722.1061,,2014/1/29,390.9693,,2014/1/29,1855.618,,2014/1/29,46.61392,,2014/1/29,106.22,,2014/1/29,79.34446,,2015/4/27,310.9406
2014/1/30,11.15868,,2014/1/30,12.9588,,2014/1/30,47.77295,,2014/1/30,14.6862,,2014/1/30,18.76976,,2014/1/30,38.18891,,2014/1/30,13.07086,,2014/1/30,463.3574,,2014/1/30,353.8192,,2014/1/30,29.18529,,2015/5/4,148.0043,,2014/1/30,28.07112,,2014/1/30,623.9134,,2014/1/30,199.3078,,2014/1/30,212.2603,,2014/1/30,49.41201,,2014/1/30,878.3484,,2014/1/30,508.483,,2014/1/30,722.6962,,2014/1/30,391.8883,,2014/1/30,1859.582,,2014/1/30,42.74151,,2014/1/30,104.5622,,2014/1/30,77.6157,,2015/4/28,311.4026
2014/1/31,11.15485,,2014/1/31,12.97375,,2014/1/31,47.66189,,2014/1/31,15.3226,,2014/1/31,19.47097,,2014/1/31,38.48592,,2014/1/31,13.12399,,2014/1/31,466.1739,,2014/1/31,353.5674,,2014/1/31,29.55157,,2015/5/5,148.6343,,2014/1/31,27.70128,,2014/1/31,621.3693,,2014/1/31,201.7655,,2014/1/31,211.7585,,2014/1/31,49.11232,,2014/1/31,866.1514,,2014/1/31,504.6524,,2014/1/31,717.3852,,2014/1/31,387.9532,,2014/1/31,1829.751,,2014/1/31,42.1615,,2014/1/31,104.335,,2014/1/31,77.59135,,2015/4/29,315.8706
2014/2/3,11.16635,,2014/2/3,13.02606,,2014/2/3,47.20654,,2014/2/3,16.63824,,2014/2/3,19.70888,,2014/2/3,39.03304,,2014/2/3,13.31291,,2014/2/3,469.8081,,2014/2/3,350.9866,,2014/2/3,28.94371,,2015/5/6,147.6979,,2014/2/3,27.20076,,2014/2/3,618.8691,,2014/2/3,200.2981,,2014/2/3,208.4968,,2014/2/3,48.73146,,2014/2/3,862.7133,,2014/2/3,499.1654,,2014/2/3,706.5664,,2014/2/3,389.2994,,2014/2/3,1812.715,,2014/2/3,41.83738,,2014/2/3,106.0265,,2014/2/3,78.76415,,2015/4/30,319.2254
2014/2/4,11.02457,,2014/2/4,13.20542,,2014/2/4,47.42311,,2014/2/4,16.67496,,2014/2/4,20.10957,,2014/2/4,40.42429,,2014/2/4,13.80292,,2014/2/4,477.2582,,2014/2/4,349.7277,,2014/2/4,29.02943,,2015/5/7,147.6468,,2014/2/4,27.36842,,2014/2/4,619.3955,,2014/2/4,199.8572,,2014/2/4,209.2997,,2014/2/4,48.56913,,2014/2/4,860.9124,,2014/2/4,503.0995,,2014/2/4,709.517,,2014/2/4,386.1151,,2014/2/4,1810.073,,2014/2/4,45.84626,,2014/2/4,105.2944,,2014/2/4,78.81691,,2015/5/1,317.9667
2014/2/5,11.05139,,2014/2/5,13.25026,,2014/2/5,47.48975,,2014/2/5,17.5133,,2014/2/5,20.15966,,2014/2/5,40.7213,,2014/2/5,13.87376,,2014/2/5,478.3485,,2014/2/5,350.2313,,2014/2/5,29.61392,,2015/5/8,148.2086,,2014/2/5,27.57389,,2014/2/5,619.3078,,2014/2/5,198.5633,,2014/2/5,209.651,,2014/2/5,48.99994,,2014/2/5,864.9235,,2014/2/5,504.083,,2014/2/5,704.9928,,2014/2/5,387.9144,,2014/2/5,1836.635,,2014/2/5,42.90357,,2014/2/5,105.7741,,2014/2/5,80.37117,,2015/5/4,318.1141
2014/2/6,11.05905,,2014/2/6,13.24279,,2014/2/6,47.92844,,2014/2/6,16.61377,,2014/2/6,19.84662,,2014/2/6,40.56498,,2014/2/6,13.71436,,2014/2/6,481.801,,2014/2/6,350.1684,,2014/2/6,29.36454,,2015/5/11,148.0724,,2014/2/6,27.77114,,2014/2/6,627.4664,,2014/2/6,201.809,,2014/2/6,211.8087,,2014/2/6,49.96146,,2014/2/6,872.6183,,2014/2/6,506.4642,,2014/2/6,711.0907,,2014/2/6,387.6943,,2014/2/6,1865.631,,2014/2/6,42.05915,,2014/2/6,105.7993,,2014/2/6,80.87032,,2015/5/5,322.8208
2014/2/7,11.197,,2014/2/7,13.28016,,2014/2/7,48.57259,,2014/2/7,16.60765,,2014/2/7,19.69636,,2014/2/7,40.59624,,2014/2/7,13.63761,,2014/2/7,483.8907,,2014/2/7,353.5045,,2014/2/7,29.5282,,2015/5/12,147.4084,,2014/2/7,27.86566,,2014/2/7,628.563,,2014/2/7,204.0932,,2014/2/7,212.2101,,2014/2/7,50.43598,,2014/2/7,891.0366,,2014/2/7,517.0242,,2014/2/7,720.7293,,2014/2/7,394.8395,,2014/2/7,1911.455,,2014/2/7,40.72854,,2014/2/7,106.279,,2014/2/7,80.90279,,2015/5/6,323.086
2014/2/10,11.15184,,2014/2/10,13.24289,,2014/2/10,48.53375,,2014/2/10,16.67109,,2014/2/10,19.58408,,2014/2/10,41.40867,,2014/2/10,13.80163,,2014/2/10,481.7602,,2014/2/10,352.938,,2014/2/10,29.53599,,2015/5/13,148.2086,,2014/2/10,27.55466,,2014/2/10,624.2276,,2014/2/10,204.9691,,2014/2/10,210.5848,,2014/2/10,50.08757,,2014/2/10,883.8108,,2014/2/10,517.8637,,2014/2/10,722.8553,,2014/2/10,388.5959,,2014/2/10,1895.539,,2014/2/10,39.18673,,2014/2/10,107.272,,2014/2/10,81.61755,,2015/5/7,316.1926
2014/2/11,11.16178,,2014/2/11,13.19828,,2014/2/11,49.25415,,2014/2/11,16.78904,,2014/2/11,19.3504,,2014/2/11,41.70789,,2014/2/11,13.91726,,2014/2/11,484.9897,,2014/2/11,355.4558,,2014/2/11,29.35675,,2015/5/14,149.111,,2014/2/11,27.63101,,2014/2/11,622.3753,,2014/2/11,204.3751,,2014/2/11,211.2668,,2014/2/11,49.8728,,2014/2/11,885.8441,,2014/2/11,517.4901,,2014/2/11,723.6432,,2014/2/11,391.9318,,2014/2/11,1912.972,,2014/2/11,41.03406,,2014/2/11,108.5427,,2014/2/11,81.78218,,2015/5/8,317.6161
2014/2/12,11.30002,,2014/2/12,13.15824,,2014/2/12,49.0715,,2014/2/12,17.24715,,2014/2/12,19.80623,,2014/2/12,41.64473,,2014/2/12,13.84761,,2014/2/12,480.9122,,2014/2/12,354.4487,,2014/2/12,29.4191,,2015/5/15,148.7364,,2014/2/12,28.09311,,2014/2/12,629.7604,,2014/2/12,207.7707,,2014/2/12,212.0486,,2014/2/12,50.40088,,2014/2/12,887.2879,,2014/2/12,519.8792,,2014/2/12,723.4067,,2014/2/12,390.3743,,2014/2/12,1919.721,,2014/2/12,40.93744,,2014/2/12,108.9803,,2014/2/12,82.53205,,2015/5/11,315.7958
2014/2/13,11.25124,,2014/2/13,13.17303,,2014/2/13,48.86693,,2014/2/13,17.09852,,2014/2/13,19.7001,,2014/2/13,42.16039,,2014/2/13,14.03417,,2014/2/13,488.5524,,2014/2/13,358.5402,,2014/2/13,29.59055,,2015/5/18,147.5957,,2014/2/13,28.19485,,2014/2/13,625.6843,,2014/2/13,203.8527,,2014/2/13,211.9885,,2014/2/13,50.52821,,2014/2/13,888.6177,,2014/2/13,520.399,,2014/2/13,722.3024,,2014/2/13,391.9797,,2014/2/13,1927.62,,2014/2/13,42.21174,,2014/2/13,109.4095,,2014/2/13,82.75086,,2015/5/12,321.5858
2014/2/14,11.28547,,2014/2/14,13.29842,,2014/2/14,49.1207,,2014/2/14,17.14068,,2014/2/14,19.63869,,2014/2/14,42.23967,,2014/2/14,14.08733,,2014/2/14,486.5328,,2014/2/14,355.267,,2014/2/14,29.98021,,2015/5/19,147.8851,,2014/2/14,28.24784,,2014/2/14,629.1994,,2014/2/14,205.6655,,2014/2/14,213.9164,,2014/2/14,50.96509,,2014/2/14,893.2994,,2014/2/14,520.8151,,2014/2/14,723.4865,,2014/2/14,395.4272,,2014/2/14,1943.378,,2014/2/14,41.71052,,2014/2/14,110.9664,,2014/2/14,86.91088,,2015/5/13,321.7348
2014/2/18,11.25504,,2014/2/18,13.43856,,2014/2/18,49.36343,,2014/2/18,18.65238,,2014/2/18,20.26506,,2014/2/18,42.8739,,2014/2/18,14.35313,,2014/2/18,494.8865,,2014/2/18,357.8478,,2014/2/18,30.35428,,2015/5/20,147.5786,,2014/2/18,28.53725,,2014/2/18,633.5054,,2014/2/18,208.6771,,2014/2/18,217.5217,,2014/2/18,51.65161,,2014/2/18,904.3876,,2014/2/18,531.0618,,2014/2/18,733.5514,,2014/2/18,399.1762,,2014/2/18,1962.013,,2014/2/18,43.31442,,2014/2/18,111.4545,,2014/2/18,88.84304,,2015/5/14,321.9589
2014/2/19,11.15995,,2014/2/19,13.5787,,2014/2/19,48.49731,,2014/2/19,20.79045,,2014/2/19,20.69492,,2014/2/19,43.23858,,2014/2/19,14.49489,,2014/2/19,492.7751,,2014/2/19,357.0924,,2014/2/19,30.29973,,2015/5/21,148.2767,,2014/2/19,28.59024,,2014/2/19,632.4509,,2014/2/19,209.4715,,2014/2/19,216.7205,,2014/2/19,51.43317,,2014/2/19,904.5519,,2014/2/19,534.9108,,2014/2/19,739.4719,,2014/2/19,402.7679,,2014/2/19,1959.463,,2014/2/19,45.10969,,2014/2/19,111.1179,,2014/2/19,88.64051,,2015/5/15,321.1895
2014/2/20,11.3197,,2014/2/20,13.63771,,2014/2/20,48.35388,,2014/2/20,20.41102,,2014/2/20,20.49841,,2014/2/20,43.36543,,2014/2/20,14.49489,,2014/2/20,494.8865,,2014/2/20,357.2183,,2014/2/20,30.49456,,2015/5/22,149.145,,2014/2/20,28.62693,,2014/2/20,630.0782,,2014/2/20,207.2976,,2014/2/20,213.8412,,2014/2/20,51.14608,,2014/2/20,903.3199,,2014/2/20,534.4427,,2014/2/20,737.301,,2014/2/20,404.1836,,2014/2/20,1975.286,,2014/2/20,44.25306,,2014/2/20,110.8234,,2014/2/20,87.9681,,2015/5/18,319.7481
2014/2/21,11.2208,,2014/2/21,13.54183,,2014/2/21,48.74005,,2014/2/21,20.41704,,2014/2/21,20.96512,,2014/2/21,42.84219,,2014/2/21,14.30588,,2014/2/21,499.4764,,2014/2/21,356.1482,,2014/2/21,30.96994,,2015/5/26,149.5536,,2014/2/21,28.60247,,2014/2/21,630.5176,,2014/2/21,207.2976,,2014/2/21,215.0179,,2014/2/21,50.94012,,2014/2/21,899.2132,,2014/2/21,531.5819,,2014/2/21,731.9725,,2014/2/21,398.3504,,2014/2/21,1963.517,,2014/2/21,45.6747,,2014/2/21,111.3872,,2014/2/21,88.36506,,2015/5/19,311.6661
2014/2/24,11.25123,,2014/2/24,13.50495,,2014/2/24,49.26414,,2014/2/24,21.24215,,2014/2/24,21.71431,,2014/2/24,43.38128,,2014/2/24,14.57759,,2014/2/24,504.8925,,2014/2/24,355.5817,,2014/2/24,30.93877,,2015/5/27,150.7965,,2014/2/24,28.4435,,2014/2/24,623.5753,,2014/2/24,206.8209,,2014/2/24,213.1652,,2014/2/24,51.00253,,2014/2/24,905.1269,,2014/2/24,534.8068,,2014/2/24,735.7222,,2014/2/24,399.8185,,2014/2/24,1966.132,,2014/2/24,42.10238,,2014/2/24,112.599,,2014/2/24,89.47494,,2015/5/20,313.9444
2014/2/25,11.11049,,2014/2/25,13.60821,,2014/2/25,48.18838,,2014/2/25,21.2301,,2014/2/25,21.71431,,2014/2/25,43.82524,,2014/2/25,14.60122,,2014/2/25,509.3906,,2014/2/25,358.5402,,2014/2/25,31.35181,,2015/5/28,153.1971,,2014/2/25,28.55763,,2014/2/25,622.6965,,2014/2/25,206.3803,,2014/2/25,211.8633,,2014/2/25,51.10239,,2014/2/25,895.5171,,2014/2/25,529.6574,,2014/2/25,728.8149,,2014/2/25,397.7867,,2014/2/25,1942.986,,2014/2/25,42.74941,,2014/2/25,112.9945,,2014/2/25,89.11848,,2015/5/21,319.2821
2014/2/26,11.15233,,2014/2/26,13.60083,,2014/2/26,47.64774,,2014/2/26,21.40476,,2014/2/26,21.70203,,2014/2/26,43.12759,,2014/2/26,14.30589,,2014/2/26,512.9707,,2014/2/26,363.8906,,2014/2/26,31.49209,,2015/5/29,151.835,,2014/2/26,28.61062,,2014/2/26,619.8405,,2014/2/26,205.1814,,2014/2/26,213.4406,,2014/2/26,51.38948,,2014/2/26,895.5992,,2014/2/26,533.6105,,2014/2/26,729.6043,,2014/2/26,398.2717,,2014/2/26,1952.205,,2014/2/26,41.38245,,2014/2/26,111.7574,,2014/2/26,86.23441,,2015/5/22,314.8977
2014/2/27,11.23981,,2014/2/27,13.40906,,2014/2/27,48.44214,,2014/2/27,21.59749,,2014/2/27,22.1933,,2014/2/27,42.20796,,2014/2/27,13.92196,,2014/2/27,510.4003,,2014/2/27,363.7018,,2014/2/27,32.37272,,2015/6/1,152.2436,,2014/2/27,28.50464,,2014/2/27,619.3572,,2014/2/27,208.518,,2014/2/27,213.6159,,2014/2/27,51.5892,,2014/2/27,891.4925,,2014/2/27,532.6222,,2014/2/27,722.697,,2014/2/27,394.2605,,2014/2/27,1935.728,,2014/2/27,41.10906,,2014/2/27,112.0772,,2014/2/27,86.4896,,2015/5/26,308.2445
2014/2/28,11.24742,,2014/2/28,13.67459,,2014/2/28,48.07252,,2014/2/28,21.71794,,2014/2/28,21.68974,,2014/2/28,42.74705,,2014/2/28,14.22911,,2014/2/28,519.213,,2014/2/28,365.0237,,2014/2/28,33.3079,,2015/6/2,152.0904,,2014/2/28,28.26659,,2014/2/28,618.4784,,2014/2/28,212.5191,,2014/2/28,213.2403,,2014/2/28,51.92622,,2014/2/28,892.2317,,2014/2/28,533.6105,,2014/2/28,724.8679,,2014/2/28,395.3878,,2014/2/28,1946.778,,2014/2/28,42.00214,,2014/2/28,111.2188,,2014/2/28,86.03998,,2015/5/27,304.4055
2014/3/3,11.09908,,2014/3/3,13.88111,,2014/3/3,48.72901,,2014/3/3,23.30192,,2014/3/3,21.86169,,2014/3/3,44.39605,,2014/3/3,14.92019,,2014/3/3,517.4688,,2014/3/3,362.8835,,2014/3/3,33.8768,,2015/6/3,151.1199,,2014/3/3,27.6731,,2014/3/3,614.1724,,2014/3/3,212.6347,,2014/3/3,210.7116,,2014/3/3,51.82636,,2014/3/3,909.8086,,2014/3/3,545.7297,,2014/3/3,740.4586,,2014/3/3,403.8034,,2014/3/3,1974.828,,2014/3/3,40.93591,,2014/3/3,113.634,,2014/3/3,87.02834,,2015/5/28,305.8027
2014/3/4,11.24362,,2014/3/4,14.28677,,2014/3/4,49.22,,2014/3/4,22.33828,,2014/3/4,21.788,,2014/3/4,44.99857,,2014/3/4,15.20371,,2014/3/4,522.5177,,2014/3/4,366.6603,,2014/3/4,34.81198,,2015/6/4,151.5796,,2014/3/4,28.43942,,2014/3/4,621.3783,,2014/3/4,218.7013,,2014/3/4,213.04,,2014/3/4,53.10579,,2014/3/4,894.1208,,2014/3/4,537.4595,,2014/3/4,724.4732,,2014/3/4,398.5863,,2014/3/4,1951.943,,2014/3/4,42.5307,,2014/3/4,112.5905,,2014/3/4,85.96302,,2015/5/29,312.8777
2014/3/5,11.29687,,2014/3/5,14.22039,,2014/3/5,48.88348,,2014/3/5,24.37998,,2014/3/5,22.38981,,2014/3/5,45.04614,,2014/3/5,15.18008,,2014/3/5,521.5997,,2014/3/5,361.7505,,2014/3/5,34.51584,,2015/6/5,151.1199,,2014/3/5,28.55355,,2014/3/5,619.4889,,2014/3/5,220.4057,,2014/3/5,212.6644,,2014/3/5,52.86239,,2014/3/5,881.2256,,2014/3/5,527.6809,,2014/3/5,718.3553,,2014/3/5,392.2287,,2014/3/5,1922.52,,2014/3/5,41.21842,,2014/3/5,112.7925,,2014/3/5,86.1615,,2015/6/1,312.4377
2014/3/6,11.26264,,2014/3/6,14.48592,,2014/3/6,50.53849,,2014/3/6,23.55487,,2014/3/6,22.50035,,2014/3/6,45.23641,,2014/3/6,15.26277,,2014/3/6,528.0256,,2014/3/6,360.4286,,2014/3/6,35.03798,,2015/6/8,151.7669,,2014/3/6,28.90002,,2014/3/6,620.4995,,2014/3/6,223.2729,,2014/3/6,213.4405,,2014/3/6,52.61274,,2014/3/6,883.5254,,2014/3/6,528.2531,,2014/3/6,712.6321,,2014/3/6,391.0227,,2014/3/6,1925.92,,2014/3/6,42.48514,,2014/3/6,113.7603,,2014/3/6,87.38885,,2015/6/2,316.0088
2014/3/7,11.33871,,2014/3/7,14.42691,,2014/3/7,50.35092,,2014/3/7,23.71146,,2014/3/7,22.11961,,2014/3/7,45.74379,,2014/3/7,15.45178,,2014/3/7,535.2777,,2014/3/7,360.6804,,2014/3/7,35.22502,,2015/6/9,152.7033,,2014/3/7,28.40273,,2014/3/7,597.3,,2014/3/7,220.709,,2014/3/7,208.6584,,2014/3/7,51.28962,,2014/3/7,890.8354,,2014/3/7,533.5585,,2014/3/7,720.3288,,2014/3/7,394.8372,,2014/3/7,1944.424,,2014/3/7,42.08416,,2014/3/7,112.6158,,2014/3/7,84.77213,,2015/6/3,310.8122
2014/3/10,11.35012,,2014/3/10,14.10975,,2014/3/10,50.5109,,2014/3/10,24.50044,,2014/3/10,22.37753,,2014/3/10,45.10956,,2014/3/10,15.13873,,2014/3/10,520.9571,,2014/3/10,360.744,,2014/3/10,36.14795,,2015/6/10,154.4399,,2014/3/10,28.54188,,2014/3/10,585.0815,,2014/3/10,222.9041,,2014/3/10,207.3076,,2014/3/10,50.75808,,2014/3/10,882.9952,,2014/3/10,526.0182,,2014/3/10,715.3923,,2014/3/10,389.3025,,2014/3/10,1928.565,,2014/3/10,42.34172,,2014/3/10,112.8935,,2014/3/10,84.69922,,2015/6/4,305.5161
2014/3/11,11.4338,,2014/3/11,14.25726,,2014/3/11,50.56055,,2014/3/11,24.77146,,2014/3/11,22.14417,,2014/3/11,46.20361,,2014/3/11,15.56992,,2014/3/11,518.8457,,2014/3/11,360.5514,,2014/3/11,36.50789,,2015/6/11,154.0824,,2014/3/11,28.1301,,2014/3/11,570.0215,,2014/3/11,224.3047,,2014/3/11,203.8684,,2014/3/11,49.78033,,2014/3/11,885.9062,,2014/3/11,520.5239,,2014/3/11,715.8665,,2014/3/11,388.7813,,2014/3/11,1939.773,,2014/3/11,41.97154,,2014/3/11,113.3311,,2014/3/11,84.31441,,2015/6/5,308.1462
2014/3/12,11.20558,,2014/3/12,14.41215,,2014/3/12,50.86397,,2014/3/12,24.7293,,2014/3/12,21.70202,,2014/3/12,47.4245,,2014/3/12,16.15468,,2014/3/12,509.2986,,2014/3/12,362.1213,,2014/3/12,36.43446,,2015/6/12,152.1755,,2014/3/12,28.2517,,2014/3/12,572.9673,,2014/3/12,225.7194,,2014/3/12,202.7546,,2014/3/12,49.34663,,2014/3/12,881.7918,,2014/3/12,510.2873,,2014/3/12,708.0389,,2014/3/12,384.5935,,2014/3/12,1931.807,,2014/3/12,40.98114,,2014/3/12,115.3287,,2014/3/12,86.51392,,2015/6/8,307.342
2014/3/13,11.4338,,2014/3/13,14.30889,,2014/3/13,50.5771,,2014/3/13,24.8076,,2014/3/13,21.88625,,2014/3/13,46.72685,,2014/3/13,15.91841,,2014/3/13,512.6951,,2014/3/13,362.4097,,2014/3/13,37.14872,,2015/6/15,152.482,,2014/3/13,27.9604,,2014/3/13,564.9805,,2014/3/13,227.5957,,2014/3/13,201.3822,,2014/3/13,49.20467,,2014/3/13,878.7782,,2014/3/13,511.5925,,2014/3/13,704.7576,,2014/3/13,383.3934,,2014/3/13,1918.158,,2014/3/13,40.15062,,2014/3/13,115.4886,,2014/3/13,85.86581,,2015/6/9,314.3861
2014/3/14,11.38055,,2014/3/14,14.33839,,2014/3/14,50.85845,,2014/3/14,23.89817,,2014/3/14,21.18618,,2014/3/14,47.66234,,2014/3/14,16.23737,,2014/3/14,509.8493,,2014/3/14,364.9912,,2014/3/14,37.22989,,2015/6/16,153.129,,2014/3/14,27.93617,,2014/3/14,569.7756,,2014/3/14,227.0185,,2014/3/14,203.3521,,2014/3/14,49.14868,,2014/3/14,889.0751,,2014/3/14,514.8311,,2014/3/14,713.0582,,2014/3/14,386.575,,2014/3/14,1935.279,,2014/3/14,40.59315,,2014/3/14,116.0439,,2014/3/14,86.7367,,2015/6/10,317.4569
2014/3/17,11.52509,,2014/3/17,14.13187,,2014/3/17,50.77018,,2014/3/17,23.05499,,2014/3/17,20.94054,,2014/3/17,47.15496,,2014/3/17,15.93613,,2014/3/17,511.0427,,2014/3/17,365.3222,,2014/3/17,38.08165,,2015/6/17,153.0439,,2014/3/17,27.67773,,2014/3/17,570.8314,,2014/3/17,229.0965,,2014/3/17,205.1475,,2014/3/17,48.78784,,2014/3/17,873.0943,,2014/3/17,509.921,,2014/3/17,703.9671,,2014/3/17,380.0005,,2014/3/17,1884.703,,2014/3/17,41.41368,,2014/3/17,115.5307,,2014/3/17,86.17771,,2015/6/11,314.1034
